customer_id,company_name,industry,region_id,city,employee_size,created_date,churn_date,status
C1365,Summit Systems,Utilities,R02,Pittsburgh,75,2023-09-26,2024-11-11,Churned
C1353,Gateway Energy,Nonprofit,R03,Dallas,200,2023-09-28,,Active
C1319,MidStates Industries,Utilities,R03,Charlotte,100,2023-10-12,,Active
C1345,Lakeside Manufacturing,Utilities,R01,Indianapolis,350,2023-10-17,,Active
C1302,Capstone Supply,Retail,R02,Pittsburgh,200,2023-10-20,,Active
C1358,Horizon Financial,Nonprofit,R03,Dallas,350,2023-10-20,,Active
C1350,Capstone Systems,Finance,R04,San Diego,200,2023-10-25,,Active
C1324,BluePeak Construction,Education,R01,Kansas City,1000,2023-10-28,,Active
C1362,Ironclad Supply,Nonprofit,R01,Milwaukee,500,2023-10-29,,Active
C1342,Capstone Energy,Utilities,R03,Atlanta,1000,2023-10-29,,Active
C1341,Silverline Industries,Education,R03,New Orleans,250,2023-10-31,,Active
C1337,Silverline Logistics,Finance,R02,Boston,200,2023-11-01,,Active
C1301,Cedar Construction,Construction,R04,Denver,500,2023-11-01,,Active
C1322,Silverline Financial,Construction,R04,Seattle,250,2023-11-02,,Active
C1335,Metro Education Services,Manufacturing,R03,Nashville,150,2023-11-06,,Active
C1317,Horizon Tech,Retail,R03,Houston,750,2023-11-08,,Active
C1360,Cedar Holdings,Transportation,R01,Kansas City,350,2023-11-16,,Active
C1318,BrightPath Holdings,Retail,R01,Kansas City,250,2023-11-30,,Active
C1343,Gateway Solutions,Technology,R03,Nashville,750,2023-12-02,,Active
C1325,SunCore Financial,Finance,R01,Milwaukee,350,2023-12-07,,Active
C1348,Cedar Education Services,Nonprofit,R02,Newark,75,2023-12-11,,Active
C1314,Oakline Logistics,Construction,R01,Chicago,200,2023-12-16,2024-06-21,Churned
C1330,Evergreen Systems,Healthcare,R01,Minneapolis,350,2023-12-27,,Active
C1420,Company 391,Education,R02,New York,1000,2024-01-10,,Active
C1383,Summit Tech,Healthcare,R01,Chicago,200,2024-01-14,,Active
C1387,Silverline Energy,Utilities,R03,Houston,75,2024-01-25,,Active
C1385,Ironclad Logistics,Manufacturing,R03,Nashville,200,2024-01-25,,Active
C1388,Evergreen Manufacturing,Retail,R01,Kansas City,75,2024-01-25,,Active
C1366,Oakline Manufacturing,Construction,R03,Houston,150,2024-01-27,,Active
C1405,Company 391,Manufacturing,R04,Los Angeles,1000,2024-02-11,,Active
C1392,Company 391,Technology,R01,Chicago,200,2024-02-25,2024-11-18,Churned
C1400,Company 391,Utilities,R02,Newark,750,2024-03-05,,Active
C1367,Northbridge Energy,Transportation,R02,Hartford,150,2024-03-07,,Active
C1409,Company 391,Transportation,R04,Phoenix,200,2024-03-19,,Active
C1399,Company 391,Construction,R03,Charlotte,350,2024-03-19,,Active
C1410,Company 391,Technology,R03,Atlanta,50,2024-03-27,,Active
C1397,Company 391,Finance,R02,Newark,100,2024-04-01,,Active
C1386,Atlas Supply,Finance,R02,Hartford,350,2024-04-04,,Active
C1394,Company 391,Manufacturing,R02,Newark,1500,2024-04-06,,Active
C1380,Capstone Logistics,Manufacturing,R02,Boston,250,2024-04-10,,Active
C1411,Company 391,Manufacturing,R04,Phoenix,75,2024-04-18,,Active
C1415,Company 391,Construction,R01,St. Louis,1500,2024-04-20,,Active
C1373,Riverbend Construction,Construction,R01,Indianapolis,1500,2024-04-24,2024-11-26,Churned
C1406,Company 391,Manufacturing,R04,San Francisco,75,2024-05-08,,Active
C1384,Capstone Construction,Healthcare,R01,Kansas City,1000,2024-05-09,,Active
C1372,Evergreen Financial,Education,R04,Denver,1000,2024-05-15,,Active
C1412,Company 391,Retail,R03,Atlanta,150,2024-05-27,,Active
C1393,Company 391,Transportation,R01,Indianapolis,150,2024-05-28,,Active
C1390,Cedar Retail Group,Transportation,R01,Kansas City,75,2024-05-30,,Active
C1382,Riverbend Education Services,Education,R03,Nashville,100,2024-06-06,2024-12-19,Churned
C1371,Metro Systems,Manufacturing,R02,Pittsburgh,500,2024-06-06,,Active
C1381,MidStates Systems,Construction,R04,San Francisco,200,2024-06-14,,Active
C1398,Company 391,Finance,R02,Hartford,250,2024-07-01,,Active
C1402,Company 391,Education,R03,Charlotte,250,2024-07-06,,Active
C1408,Company 391,Finance,R02,New York,200,2024-07-21,,Active
C1413,Company 391,Nonprofit,R03,Charlotte,100,2024-07-29,,Active
C1376,Lakeside Holdings,Education,R01,Kansas City,75,2024-08-13,,Active
C1396,Company 391,Transportation,R03,Atlanta,500,2024-08-18,,Active
C1375,Riverbend Logistics,Finance,R04,Denver,350,2024-08-18,,Active
C1404,Company 391,Nonprofit,R03,Charlotte,750,2024-08-20,,Active
C1377,Riverbend Industries,Technology,R02,New York,75,2024-08-24,,Active
C1407,Company 391,Utilities,R01,Indianapolis,1000,2024-08-29,,Active
C1418,Company 391,Construction,R04,San Francisco,500,2024-09-11,,Active
C1414,Company 391,Nonprofit,R03,New Orleans,500,2024-09-17,,Active
C1391,Company 391,Healthcare,R01,Milwaukee,250,2024-09-22,,Active
C1419,Company 391,Healthcare,R03,Atlanta,500,2024-09-25,,Active
C1403,Company 391,Healthcare,R01,Chicago,750,2024-10-08,,Active
C1369,Atlas Energy,Construction,R03,New Orleans,200,2024-10-17,,Active
C1370,Highland Supply,Technology,R01,Kansas City,1500,2024-10-26,,Active
C1379,Highland Systems,Finance,R01,Indianapolis,500,2024-11-06,,Active
C1389,Highland Partners,Healthcare,R04,Denver,50,2024-11-11,,Active
C1374,Beacon Supply,Finance,R04,San Diego,250,2024-11-16,,Active
C1417,Company 391,Nonprofit,R04,San Diego,350,2024-11-19,,Active
C1368,Pinecrest Logistics,Finance,R01,St. Louis,200,2024-11-21,,Active
C1416,Company 391,Manufacturing,R02,Pittsburgh,100,2024-11-24,,Active
C1378,Redwood Partners,Nonprofit,R04,Denver,150,2024-11-26,,Active
C1401,Company 391,Manufacturing,R01,Chicago,50,2024-12-03,,Active
C1395,Company 391,Retail,R01,Indianapolis,100,2024-12-24,,Active
