order_id,order_date,customer_id,product_id,sales_rep_id,region_id,quantity,unit_price,discount_pct,revenue,cogs,gross_profit
O094269,2021-07-24,C1123,P03,SR113,R01,1,5000,0.0147,4926.52,2500,2426.52
O094270,2021-07-26,C1216,P01,SR118,R02,2,1200,0.0157,2362.36,700,1662.36
O094271,2021-07-11,C1122,P01,SR115,R01,1,1200,0.0556,1133.27,350,783.27
O094272,2021-07-19,C1188,P02,SR126,R02,1,800,0.0347,772.2,220,552.2
O094273,2021-07-09,C1161,P01,SR112,R01,1,1200,0.0703,1115.63,350,765.63
O094274,2021-07-14,C1224,P01,SR111,R01,1,1200,0.0747,1110.32,350,760.32
O094275,2021-07-06,C1106,P01,SR121,R04,2,1200,0.0387,2307.21,700,1607.21
O094276,2021-07-07,C1108,P01,SR125,R01,1,1200,0.0,1200.0,350,850.0
O094277,2021-07-24,C1072,P02,SR106,R02,1,800,0.0352,771.84,220,551.84
O094278,2021-07-15,C1161,P01,SR112,R01,1,1200,0.0,1200.0,350,850.0
O094279,2021-07-27,C1072,P03,SR112,R02,1,5000,0.0808,4595.98,2500,2095.98
O094280,2021-08-05,C1090,P01,SR118,R02,1,1200,0.0,1200.0,350,850.0
O094281,2021-08-16,C1034,P01,SR126,R03,1,1200,0.0,1200.0,350,850.0
O094282,2021-08-27,C1225,P02,SR115,R01,1,800,0.0649,748.1,220,528.1
O094283,2021-08-05,C1101,P01,SR107,R04,1,1200,0.0829,1100.56,350,750.56
O094284,2021-08-30,C1137,P02,SR118,R01,2,800,0.0157,1574.88,440,1134.88
O094285,2021-08-31,C1011,P03,SR113,R03,1,5000,0.0829,4585.34,2500,2085.34
O094286,2021-08-30,C1111,P01,SR121,R02,1,1200,0.0455,1145.35,350,795.35
O094287,2021-08-15,C1106,P01,SR103,R04,1,1200,0.0923,1089.25,350,739.25
O094288,2021-08-19,C1146,P01,SR128,R01,1,1200,0.0205,1175.43,350,825.43
O094289,2021-08-30,C1064,P03,SR107,R04,1,5000,0.0314,4843.02,2500,2343.02
O094290,2021-08-07,C1146,P03,SR125,R01,1,5000,0.0708,4646.16,2500,2146.16
O094291,2021-08-13,C1155,P01,SR125,R03,1,1200,0.0138,1183.47,350,833.47
O094292,2021-08-06,C1230,P01,SR113,R04,1,1200,0.0148,1182.19,350,832.19
O094293,2021-08-10,C1158,P02,SR109,R04,1,800,0.051,759.19,220,539.19
O094294,2021-08-31,C1152,P02,SR106,R04,2,800,0.0372,1540.47,440,1100.47
O094295,2021-08-29,C1103,P02,SR112,R02,2,800,0.0757,1478.92,440,1038.92
O094296,2021-08-30,C1201,P01,SR121,R03,1,1200,0.0789,1105.32,350,755.32
O094297,2021-08-03,C1003,P01,SR112,R02,1,1200,0.0122,1185.38,350,835.38
O094298,2021-08-15,C1039,P01,SR107,R02,1,1200,0.1138,1063.4,350,713.4
O094299,2021-08-28,C1028,P01,SR109,R01,1,1200,0.0841,1099.12,350,749.12
O094300,2021-08-04,C1018,P01,SR106,R03,1,1200,0.0,1200.0,350,850.0
O094301,2021-08-06,C1229,P01,SR103,R02,1,1200,0.0063,1192.46,350,842.46
O094302,2021-08-30,C1031,P02,SR112,R01,2,800,0.0987,1442.05,440,1002.05
O094303,2021-08-13,C1111,P02,SR128,R02,1,800,0.0441,764.75,220,544.75
O094304,2021-08-21,C1205,P01,SR113,R02,1,1200,0.0,1200.0,350,850.0
O094305,2021-08-13,C1018,P01,SR107,R03,1,1200,0.1323,1041.27,350,691.27
O094306,2021-08-02,C1204,P02,SR128,R01,1,800,0.1344,692.49,220,472.49
O094307,2021-08-04,C1100,P02,SR103,R02,1,800,0.0274,778.1,220,558.1
O094308,2021-08-20,C1187,P03,SR121,R04,1,5000,0.0406,4797.1,2500,2297.1
O094309,2021-08-17,C1063,P03,SR126,R03,1,5000,0.0389,4805.6,2500,2305.6
O094310,2021-08-25,C1035,P03,SR112,R02,1,5000,0.0923,4538.43,2500,2038.43
O094311,2021-08-04,C1018,P01,SR121,R03,1,1200,0.0473,1143.26,350,793.26
O094312,2021-08-03,C1200,P01,SR125,R04,2,1200,0.0,2400.0,700,1700.0
O094313,2021-08-14,C1123,P02,SR121,R01,1,800,0.0206,783.49,220,563.49
O094314,2021-08-06,C1036,P01,SR111,R04,1,1200,0.0794,1104.76,350,754.76
O094315,2021-08-26,C1193,P01,SR128,R01,1,1200,0.0339,1159.29,350,809.29
O094316,2021-08-03,C1183,P02,SR112,R02,1,800,0.0562,755.06,220,535.06
O094317,2021-08-07,C1164,P03,SR112,R03,1,5000,0.021,4894.81,2500,2394.81
O094318,2021-08-11,C1044,P01,SR112,R02,1,1200,0.0535,1135.77,350,785.77
O094319,2021-08-11,C1193,P01,SR103,R01,2,1200,0.0559,2265.77,700,1565.77
O094320,2021-08-20,C1088,P02,SR111,R04,1,800,0.0225,782.0,220,562.0
O094321,2021-08-29,C1052,P01,SR121,R01,1,1200,0.0397,1152.35,350,802.35
O094322,2021-08-31,C1064,P03,SR115,R04,1,5000,0.0498,4751.11,2500,2251.11
O094323,2021-08-02,C1150,P02,SR107,R03,2,800,0.0696,1488.68,440,1048.68
O094324,2021-08-30,C1229,P01,SR103,R02,1,1200,0.1175,1059.0,350,709.0
O094325,2021-08-13,C1134,P02,SR103,R03,1,800,0.0397,768.28,220,548.28
O094326,2021-08-10,C1083,P01,SR115,R03,1,1200,0.0446,1146.45,350,796.45
O094327,2021-08-27,C1181,P01,SR121,R04,1,1200,0.0211,1174.71,350,824.71
O094328,2021-08-10,C1106,P02,SR121,R04,2,800,0.0,1600.0,440,1160.0
O094329,2021-08-10,C1056,P01,SR126,R02,2,1200,0.0082,2380.41,700,1680.41
O094330,2021-08-16,C1045,P03,SR106,R03,1,5000,0.024,4880.17,2500,2380.17
O094331,2021-08-07,C1187,P01,SR103,R04,1,1200,0.0552,1133.82,350,783.82
O094332,2021-08-10,C1018,P01,SR121,R03,2,1200,0.0576,2261.7,700,1561.7
O094333,2021-08-12,C1004,P01,SR111,R03,1,1200,0.0279,1166.46,350,816.46
O094334,2021-08-23,C1123,P01,SR107,R01,1,1200,0.02,1175.98,350,825.98
O094335,2021-08-01,C1068,P02,SR126,R02,1,800,0.0205,783.64,220,563.64
O094336,2021-08-07,C1137,P02,SR107,R01,1,800,0.0224,782.09,220,562.09
O094337,2021-08-21,C1046,P01,SR115,R01,1,1200,0.0368,1155.82,350,805.82
O094338,2021-08-11,C1083,P01,SR107,R03,3,1200,0.0639,3370.01,1050,2320.01
O094339,2021-08-12,C1046,P01,SR106,R01,1,1200,0.0067,1192.0,350,842.0
O094340,2021-08-12,C1159,P03,SR126,R02,1,5000,0.133,4335.05,2500,1835.05
O094341,2021-08-30,C1057,P01,SR103,R02,3,1200,0.0646,3367.41,1050,2317.41
O094342,2021-08-21,C1180,P01,SR113,R01,1,1200,0.0,1199.98,350,849.98
O094343,2021-08-28,C1169,P01,SR106,R02,3,1200,0.0521,3412.46,1050,2362.46
O094344,2021-08-01,C1118,P01,SR115,R01,1,1200,0.0883,1094.05,350,744.05
O094345,2021-08-31,C1009,P01,SR109,R01,1,1200,0.0732,1112.1,350,762.1
O094346,2021-08-20,C1209,P01,SR118,R02,1,1200,0.0338,1159.44,350,809.44
O094347,2021-08-29,C1015,P02,SR106,R02,1,800,0.0746,740.32,220,520.32
O094348,2021-08-24,C1203,P01,SR113,R01,2,1200,0.0405,2302.87,700,1602.87
O094349,2021-08-12,C1154,P01,SR121,R03,2,1200,0.086,2193.54,700,1493.54
O094350,2021-08-19,C1022,P03,SR107,R01,1,5000,0.0518,4741.2,2500,2241.2
O094351,2021-08-18,C1011,P01,SR115,R03,4,1200,0.066,4483.0,1400,3083.0
O094352,2021-08-11,C1016,P02,SR115,R01,1,800,0.0939,724.91,220,504.91
O094353,2021-08-06,C1090,P03,SR111,R02,1,5000,0.0102,4949.09,2500,2449.09
O094354,2021-08-22,C1129,P01,SR109,R04,4,1200,0.0,4800.0,1400,3400.0
O094355,2021-08-22,C1073,P01,SR111,R03,2,1200,0.0764,2216.61,700,1516.61
O094356,2021-08-11,C1120,P01,SR118,R04,1,1200,0.0939,1087.31,350,737.31
O094357,2021-08-25,C1054,P01,SR111,R01,1,1200,0.0048,1194.2,350,844.2
O094358,2021-08-30,C1004,P03,SR107,R03,1,5000,0.0959,4520.66,2500,2020.66
O094359,2021-08-01,C1021,P02,SR106,R03,1,800,0.0403,767.76,220,547.76
O094360,2021-08-03,C1056,P01,SR118,R02,2,1200,0.0,2400.0,700,1700.0
O094361,2021-08-30,C1115,P02,SR112,R03,1,800,0.0471,762.28,220,542.28
O094362,2021-08-11,C1170,P01,SR128,R04,1,1200,0.0796,1104.52,350,754.52
O094363,2021-08-14,C1011,P02,SR106,R03,2,800,0.036,1542.38,440,1102.38
O094364,2021-08-14,C1017,P01,SR109,R02,3,1200,0.0362,3469.51,1050,2419.51
O094365,2021-08-28,C1108,P01,SR111,R01,2,1200,0.0977,2165.52,700,1465.52
O094366,2021-08-25,C1048,P01,SR103,R01,1,1200,0.0211,1174.63,350,824.63
O094367,2021-08-11,C1213,P02,SR111,R02,3,800,0.0595,2257.09,660,1597.09
O094368,2021-08-11,C1198,P01,SR128,R04,1,1200,0.0188,1177.39,350,827.39
O094369,2021-08-06,C1155,P01,SR109,R03,2,1200,0.0582,2260.37,700,1560.37
O094370,2021-08-23,C1218,P01,SR103,R03,1,1200,0.0023,1197.2,350,847.2
O094371,2021-08-05,C1108,P01,SR113,R01,1,1200,0.0683,1118.02,350,768.02
O094372,2021-08-06,C1108,P01,SR109,R01,1,1200,0.0441,1147.09,350,797.09
O094373,2021-08-21,C1161,P02,SR103,R01,2,800,0.0287,1554.13,440,1114.13
O094374,2021-08-25,C1227,P01,SR111,R02,1,1200,0.0341,1159.09,350,809.09
O094375,2021-08-16,C1177,P03,SR128,R02,1,5000,0.0833,4583.57,2500,2083.57
O094376,2021-08-05,C1150,P01,SR126,R03,2,1200,0.0796,2208.9,700,1508.9
O094377,2021-08-02,C1114,P02,SR113,R02,2,800,0.0557,1510.85,440,1070.85
O094378,2021-08-16,C1226,P01,SR111,R02,1,1200,0.0,1200.0,350,850.0
O094379,2021-08-05,C1124,P01,SR112,R02,1,1200,0.0388,1153.49,350,803.49
O094380,2021-08-27,C1045,P01,SR121,R03,3,1200,0.0017,3593.77,1050,2543.77
O094381,2021-08-03,C1214,P01,SR118,R04,1,1200,0.0292,1165.0,350,815.0
O094382,2021-08-26,C1111,P01,SR107,R02,1,1200,0.0376,1154.94,350,804.94
O094383,2021-08-07,C1109,P03,SR121,R02,1,5000,0.0,5000.0,2500,2500.0
O094384,2021-08-02,C1193,P01,SR126,R01,1,1200,0.0713,1114.4,350,764.4
O094385,2021-08-19,C1201,P01,SR115,R03,1,1200,0.0585,1129.83,350,779.83
O094386,2021-08-18,C1061,P01,SR125,R04,1,1200,0.044,1147.19,350,797.19
O094387,2021-08-11,C1071,P02,SR113,R03,1,800,0.0034,797.27,220,577.27
O094388,2021-08-01,C1047,P01,SR126,R01,1,1200,0.087,1095.57,350,745.57
O094389,2021-08-29,C1108,P02,SR121,R01,2,800,0.0997,1440.43,440,1000.43
O094390,2021-08-15,C1149,P01,SR112,R02,1,1200,0.0,1200.0,350,850.0
O094391,2021-08-22,C1165,P02,SR126,R01,1,800,0.1132,709.45,220,489.45
O094392,2021-08-14,C1107,P01,SR126,R01,1,1200,0.0681,1118.24,350,768.24
O094393,2021-08-03,C1078,P01,SR109,R04,1,1200,0.065,1122.05,350,772.05
O094394,2021-08-02,C1119,P01,SR111,R03,1,1200,0.078,1106.45,350,756.45
O094395,2021-08-22,C1099,P01,SR125,R03,2,1200,0.0492,2281.82,700,1581.82
O094396,2021-08-12,C1137,P01,SR109,R01,1,1200,0.0083,1190.02,350,840.02
O094397,2021-08-09,C1162,P03,SR126,R01,1,5000,0.0553,4723.44,2500,2223.44
O094398,2021-08-15,C1139,P03,SR112,R01,1,5000,0.0,5000.0,2500,2500.0
O094399,2021-08-15,C1110,P01,SR109,R04,2,1200,0.0262,2337.13,700,1637.13
O094400,2021-08-13,C1154,P01,SR113,R03,1,1200,0.0407,1151.19,350,801.19
O094401,2021-08-18,C1007,P01,SR107,R02,2,1200,0.0,2400.0,700,1700.0
O094402,2021-08-04,C1030,P01,SR115,R02,1,1200,0.0,1200.0,350,850.0
O094403,2021-08-05,C1072,P02,SR121,R02,1,800,0.0598,752.15,220,532.15
O094404,2021-08-01,C1102,P02,SR113,R02,3,800,0.0012,2397.18,660,1737.18
O094405,2021-08-01,C1117,P01,SR115,R02,1,1200,0.0316,1162.05,350,812.05
O094406,2021-08-14,C1105,P01,SR126,R04,1,1200,0.1057,1073.16,350,723.16
O094407,2021-08-13,C1081,P01,SR126,R04,1,1200,0.1089,1069.35,350,719.35
O094408,2021-08-09,C1151,P02,SR128,R01,1,800,0.0246,780.32,220,560.32
O094409,2021-08-21,C1050,P01,SR112,R01,1,1200,0.0484,1141.92,350,791.92
O094410,2021-08-18,C1015,P02,SR109,R02,1,800,0.0316,774.69,220,554.69
O094411,2021-08-10,C1014,P01,SR113,R01,1,1200,0.0,1200.0,350,850.0
O094412,2021-08-26,C1017,P01,SR121,R02,1,1200,0.0,1200.0,350,850.0
O094413,2021-08-14,C1038,P01,SR107,R03,1,1200,0.0657,1121.18,350,771.18
O094414,2021-08-04,C1020,P02,SR107,R03,1,800,0.0518,758.56,220,538.56
O094415,2021-08-19,C1019,P03,SR106,R02,1,5000,0.0358,4820.93,2500,2320.93
O094416,2021-08-11,C1165,P01,SR118,R01,3,1200,0.0648,3366.65,1050,2316.65
O094417,2021-08-18,C1142,P03,SR103,R03,1,5000,0.0,5000.0,2500,2500.0
O094418,2021-08-10,C1049,P03,SR118,R02,1,5000,0.0266,4866.99,2500,2366.99
O094419,2021-08-29,C1050,P01,SR111,R01,1,1200,0.1079,1070.5,350,720.5
O094420,2021-08-25,C1109,P03,SR107,R02,1,5000,0.0233,4883.41,2500,2383.41
O094421,2021-08-21,C1109,P01,SR111,R02,1,1200,0.0108,1187.01,350,837.01
O094422,2021-08-14,C1001,P01,SR126,R02,3,1200,0.0692,3350.97,1050,2300.97
O094423,2021-08-03,C1119,P01,SR109,R03,2,1200,0.0458,2290.12,700,1590.12
O094424,2021-08-02,C1077,P01,SR125,R02,2,1200,0.1098,2136.47,700,1436.47
O094425,2021-08-11,C1100,P03,SR121,R02,1,5000,0.0,5000.0,2500,2500.0
O094426,2021-08-03,C1109,P01,SR106,R02,1,1200,0.059,1129.23,350,779.23
O094427,2021-08-02,C1122,P01,SR112,R01,2,1200,0.0649,2244.14,700,1544.14
O094428,2021-08-20,C1128,P01,SR125,R01,1,1200,0.0378,1154.64,350,804.64
O094429,2021-08-30,C1073,P02,SR118,R03,2,800,0.0296,1552.7,440,1112.7
O094430,2021-08-05,C1028,P01,SR128,R01,1,1200,0.0546,1134.49,350,784.49
O094431,2021-08-29,C1072,P01,SR118,R02,1,1200,0.0093,1188.9,350,838.9
O094432,2021-08-27,C1204,P01,SR125,R01,2,1200,0.0562,2265.23,700,1565.23
O094433,2021-08-20,C1028,P02,SR112,R01,1,800,0.0426,765.89,220,545.89
O094434,2021-08-23,C1064,P01,SR115,R04,1,1200,0.0812,1102.53,350,752.53
O094435,2021-08-21,C1224,P01,SR111,R01,1,1200,0.0441,1147.06,350,797.06
O094436,2021-08-23,C1178,P03,SR106,R03,1,5000,0.1053,4473.39,2500,1973.39
O094437,2021-08-09,C1086,P01,SR125,R04,1,1200,0.018,1178.46,350,828.46
O094438,2021-08-05,C1113,P01,SR115,R03,1,1200,0.0213,1174.41,350,824.41
O094439,2021-08-08,C1093,P01,SR106,R01,1,1200,0.0,1200.0,350,850.0
O094440,2021-08-05,C1143,P01,SR125,R01,4,1200,0.0262,4674.2,1400,3274.2
O094441,2021-08-04,C1207,P01,SR126,R01,1,1200,0.1353,1037.62,350,687.62
O094442,2021-08-18,C1148,P01,SR126,R01,1,1200,0.0329,1160.56,350,810.56
O094443,2021-08-06,C1014,P03,SR118,R01,1,5000,0.0649,4675.53,2500,2175.53
O094444,2021-08-12,C1170,P01,SR121,R04,2,1200,0.0,2400.0,700,1700.0
O094445,2021-08-24,C1101,P01,SR109,R04,1,1200,0.066,1120.83,350,770.83
O094446,2021-08-15,C1125,P01,SR109,R04,2,1200,0.0377,2309.43,700,1609.43
O094447,2021-08-12,C1017,P01,SR109,R02,1,1200,0.0496,1140.46,350,790.46
O094448,2021-08-04,C1088,P01,SR126,R04,3,1200,0.0788,3316.17,1050,2266.17
O094449,2021-08-20,C1004,P01,SR111,R03,1,1200,0.079,1105.19,350,755.19
O094450,2021-08-10,C1146,P02,SR112,R01,1,800,0.0158,787.33,220,567.33
O094451,2021-08-17,C1194,P01,SR109,R03,1,1200,0.0,1200.0,350,850.0
O094452,2021-08-17,C1031,P01,SR126,R01,1,1200,0.0883,1094.05,350,744.05
O094453,2021-08-31,C1059,P01,SR103,R04,1,1200,0.0,1200.0,350,850.0
O094454,2021-08-25,C1139,P01,SR107,R01,2,1200,0.0941,2174.13,700,1474.13
O094455,2021-08-05,C1149,P03,SR121,R02,1,5000,0.0356,4821.77,2500,2321.77
O094456,2021-08-30,C1049,P03,SR118,R02,1,5000,0.065,4675.07,2500,2175.07
O094457,2021-08-07,C1139,P01,SR121,R01,2,1200,0.0373,2310.42,700,1610.42
O094458,2021-08-17,C1036,P01,SR112,R04,2,1200,0.0367,2312.02,700,1612.02
O094459,2021-08-02,C1070,P01,SR128,R04,1,1200,0.0,1200.0,350,850.0
O094460,2021-08-01,C1009,P02,SR109,R01,1,800,0.0,800.0,220,580.0
O094461,2021-08-26,C1077,P02,SR115,R02,2,800,0.02,1567.97,440,1127.97
O094462,2021-08-09,C1198,P03,SR106,R04,1,5000,0.0,5000.0,2500,2500.0
O094463,2021-08-27,C1079,P01,SR115,R01,1,1200,0.0571,1131.44,350,781.44
O094464,2021-08-31,C1057,P02,SR111,R02,3,800,0.0,2400.0,660,1740.0
O094465,2021-08-10,C1080,P02,SR113,R02,1,800,0.0048,796.13,220,576.13
O094466,2021-08-24,C1002,P01,SR107,R03,1,1200,0.0,1200.0,350,850.0
O094467,2021-08-10,C1069,P03,SR107,R03,1,5000,0.0896,4552.18,2500,2052.18
O094468,2021-08-12,C1153,P01,SR111,R04,1,1200,0.047,1143.59,350,793.59
O094469,2021-08-03,C1032,P01,SR113,R03,3,1200,0.0757,3327.43,1050,2277.43
O094470,2021-08-30,C1045,P02,SR106,R03,2,800,0.0402,1535.71,440,1095.71
O094471,2021-08-22,C1098,P01,SR121,R04,1,1200,0.0633,1124.06,350,774.06
O094472,2021-08-17,C1168,P02,SR109,R02,1,800,0.0424,766.06,220,546.06
O094473,2021-08-13,C1090,P03,SR107,R02,1,5000,0.0176,4911.9,2500,2411.9
O094474,2021-08-19,C1132,P01,SR126,R01,1,1200,0.0472,1143.32,350,793.32
O094475,2021-08-17,C1155,P01,SR128,R03,2,1200,0.0388,2306.77,700,1606.77
O094476,2021-08-26,C1161,P02,SR106,R01,1,800,0.0209,783.28,220,563.28
O094477,2021-08-20,C1225,P03,SR118,R01,1,5000,0.0911,4544.63,2500,2044.63
O094478,2021-08-16,C1080,P01,SR126,R02,1,1200,0.0199,1176.09,350,826.09
O094479,2021-08-13,C1103,P01,SR106,R02,1,1200,0.0,1200.0,350,850.0
O094480,2021-08-25,C1046,P01,SR121,R01,1,1200,0.0601,1127.92,350,777.92
O094481,2021-08-25,C1104,P02,SR103,R01,2,800,0.0694,1488.98,440,1048.98
O094482,2021-08-28,C1132,P01,SR118,R01,1,1200,0.032,1161.55,350,811.55
O094483,2021-08-11,C1072,P01,SR103,R02,1,1200,0.0199,1176.15,350,826.15
O094484,2021-08-15,C1100,P02,SR128,R02,1,800,0.0194,784.47,220,564.47
O094485,2021-08-28,C1100,P03,SR121,R02,1,5000,0.0195,4902.48,2500,2402.48
O094486,2021-08-31,C1110,P01,SR103,R04,1,1200,0.0213,1174.48,350,824.48
O094487,2021-08-13,C1224,P01,SR126,R01,1,1200,0.0096,1188.49,350,838.49
O094488,2021-08-16,C1098,P01,SR109,R04,1,1200,0.0252,1169.76,350,819.76
O094489,2021-08-14,C1138,P02,SR113,R01,1,800,0.1031,717.51,220,497.51
O094490,2021-08-09,C1064,P01,SR113,R04,1,1200,0.0,1200.0,350,850.0
O094491,2021-08-07,C1052,P01,SR125,R01,1,1200,0.097,1083.57,350,733.57
O094492,2021-08-14,C1101,P01,SR118,R04,1,1200,0.0183,1178.07,350,828.07
O094493,2021-08-31,C1194,P03,SR106,R03,1,5000,0.0044,4977.94,2500,2477.94
O094494,2021-08-01,C1070,P01,SR115,R04,1,1200,0.0641,1123.1,350,773.1
O094495,2021-08-03,C1148,P01,SR113,R01,1,1200,0.0288,1165.46,350,815.46
O094496,2021-08-31,C1214,P01,SR113,R04,1,1200,0.0115,1186.2,350,836.2
O094497,2021-08-17,C1090,P01,SR103,R02,1,1200,0.1572,1011.37,350,661.37
O094498,2021-08-11,C1002,P01,SR125,R03,1,1200,0.0276,1166.89,350,816.89
O094499,2021-08-27,C1005,P01,SR121,R03,1,1200,0.0517,1137.95,350,787.95
O094500,2021-08-11,C1138,P02,SR111,R01,1,800,0.0966,722.74,220,502.74
O094501,2021-08-04,C1197,P01,SR115,R01,1,1200,0.0924,1089.15,350,739.15
O094502,2021-08-26,C1079,P01,SR128,R01,3,1200,0.0,3600.0,1050,2550.0
O094503,2021-08-16,C1224,P02,SR106,R01,1,800,0.0,800.0,220,580.0
O094504,2021-08-15,C1228,P01,SR126,R04,3,1200,0.0601,3383.5,1050,2333.5
O094505,2021-08-07,C1137,P01,SR126,R01,1,1200,0.0522,1137.35,350,787.35
O094506,2021-08-20,C1166,P01,SR113,R03,1,1200,0.0465,1144.22,350,794.22
O094507,2021-08-13,C1140,P01,SR109,R04,1,1200,0.1388,1033.41,350,683.41
O094508,2021-08-23,C1109,P01,SR103,R02,1,1200,0.0511,1138.64,350,788.64
O094509,2021-08-03,C1227,P01,SR128,R02,1,1200,0.0545,1134.58,350,784.58
O094510,2021-08-03,C1006,P01,SR113,R01,4,1200,0.0426,4595.5,1400,3195.5
O094511,2021-08-01,C1189,P01,SR112,R01,1,1200,0.0112,1186.62,350,836.62
O094512,2021-08-24,C1119,P01,SR111,R03,1,1200,0.0243,1170.82,350,820.82
O094513,2021-08-30,C1177,P01,SR111,R02,1,1200,0.0009,1198.91,350,848.91
O094514,2021-08-08,C1087,P02,SR128,R02,1,800,0.0325,773.98,220,553.98
O094515,2021-08-05,C1185,P01,SR125,R02,1,1200,0.0345,1158.57,350,808.57
O094516,2021-08-25,C1123,P01,SR113,R01,1,1200,0.0165,1180.15,350,830.15
O094517,2021-08-31,C1107,P01,SR103,R01,1,1200,0.0319,1161.77,350,811.77
O094518,2021-08-19,C1195,P01,SR128,R01,1,1200,0.0219,1173.73,350,823.73
O094519,2021-08-05,C1068,P02,SR109,R02,1,800,0.0911,727.15,220,507.15
O094520,2021-08-15,C1050,P02,SR113,R01,3,800,0.0548,2268.55,660,1608.55
O094521,2021-08-17,C1136,P01,SR113,R03,1,1200,0.0,1200.0,350,850.0
O094522,2021-08-30,C1113,P01,SR107,R03,1,1200,0.0,1200.0,350,850.0
O094523,2021-08-19,C1071,P02,SR125,R03,1,800,0.0,800.0,220,580.0
O094524,2021-08-08,C1043,P02,SR118,R04,1,800,0.0224,782.11,220,562.11
O094525,2021-08-28,C1021,P01,SR106,R03,1,1200,0.0575,1131.06,350,781.06
O094526,2021-08-09,C1128,P01,SR109,R01,1,1200,0.0037,1195.54,350,845.54
O094527,2021-08-16,C1131,P02,SR125,R01,1,800,0.0207,783.48,220,563.48
O094528,2021-08-28,C1192,P01,SR126,R04,1,1200,0.0045,1194.59,350,844.59
O094529,2021-08-23,C1004,P02,SR121,R03,2,800,0.0375,1540.01,440,1100.01
O094530,2021-08-24,C1195,P01,SR128,R01,1,1200,0.0,1200.0,350,850.0
O094531,2021-08-21,C1229,P01,SR113,R02,2,1200,0.0134,2367.77,700,1667.77
O094532,2021-08-04,C1066,P03,SR118,R04,1,5000,0.1097,4451.69,2500,1951.69
O094533,2021-08-13,C1005,P01,SR106,R03,2,1200,0.0,2400.0,700,1700.0
O094534,2021-08-10,C1030,P03,SR109,R02,1,5000,0.105,4475.2,2500,1975.2
O094535,2021-08-04,C1013,P01,SR112,R01,1,1200,0.0941,1087.03,350,737.03
O094536,2021-08-08,C1029,P01,SR113,R02,1,1200,0.0325,1161.03,350,811.03
O094537,2021-08-14,C1204,P03,SR128,R01,1,5000,0.1086,4457.2,2500,1957.2
O094538,2021-08-16,C1079,P01,SR111,R01,3,1200,0.0582,3390.47,1050,2340.47
O094539,2021-09-27,C1192,P01,SR106,R04,2,1200,0.0359,2313.84,700,1613.84
O094540,2021-09-11,C1113,P01,SR103,R03,1,1200,0.0222,1173.36,350,823.36
O094541,2021-09-13,C1002,P02,SR113,R03,1,800,0.0,800.0,220,580.0
O094542,2021-09-23,C1102,P01,SR106,R02,1,1200,0.0303,1163.61,350,813.61
O094543,2021-09-24,C1005,P02,SR113,R03,1,800,0.1095,712.4,220,492.4
O094544,2021-09-09,C1015,P01,SR115,R02,1,1200,0.0582,1130.17,350,780.17
O094545,2021-09-21,C1087,P01,SR106,R02,2,1200,0.0507,2278.2,700,1578.2
O094546,2021-09-06,C1057,P02,SR125,R02,1,800,0.0461,763.15,220,543.15
O094547,2021-09-02,C1112,P01,SR109,R04,1,1200,0.085,1098.03,350,748.03
O094548,2021-09-26,C1128,P01,SR121,R01,1,1200,0.033,1160.46,350,810.46
O094549,2021-09-04,C1036,P02,SR118,R04,1,800,0.0124,790.06,220,570.06
O094550,2021-09-17,C1157,P01,SR112,R02,1,1200,0.065,1122.02,350,772.02
O094551,2021-09-24,C1181,P01,SR125,R04,1,1200,0.0955,1085.44,350,735.44
O094552,2021-09-08,C1036,P01,SR118,R04,1,1200,0.0068,1191.81,350,841.81
O094553,2021-09-06,C1225,P01,SR118,R01,1,1200,0.0428,1148.69,350,798.69
O094554,2021-09-12,C1218,P01,SR121,R03,1,1200,0.039,1153.2,350,803.2
O094555,2021-09-19,C1093,P01,SR115,R01,3,1200,0.1017,3233.82,1050,2183.82
O094556,2021-09-21,C1179,P01,SR126,R04,4,1200,0.0135,4735.16,1400,3335.16
O094557,2021-09-04,C1203,P01,SR107,R01,1,1200,0.06,1128.02,350,778.02
O094558,2021-09-26,C1044,P03,SR112,R02,1,5000,0.0136,4932.25,2500,2432.25
O094559,2021-09-01,C1224,P01,SR115,R01,1,1200,0.0667,1119.97,350,769.97
O094560,2021-09-06,C1007,P01,SR126,R02,1,1200,0.1515,1018.25,350,668.25
O094561,2021-09-16,C1208,P02,SR113,R04,3,800,0.0,2400.0,660,1740.0
O094562,2021-09-20,C1104,P01,SR110,R01,3,1200,0.0565,3396.76,1050,2346.76
O094563,2021-09-08,C1127,P02,SR125,R03,2,800,0.0,1600.0,440,1160.0
O094564,2021-09-13,C1159,P02,SR103,R02,1,800,0.006,795.21,220,575.21
O094565,2021-09-15,C1007,P02,SR118,R02,1,800,0.0,800.0,220,580.0
O094566,2021-09-04,C1008,P01,SR109,R02,1,1200,0.0616,1126.07,350,776.07
O094567,2021-09-03,C1097,P01,SR118,R02,1,1200,0.0489,1141.27,350,791.27
O094568,2021-09-30,C1167,P03,SR110,R02,1,5000,0.0715,4642.49,2500,2142.49
O094569,2021-09-23,C1069,P01,SR121,R03,2,1200,0.0621,2250.84,700,1550.84
O094570,2021-09-06,C1205,P01,SR115,R02,1,1200,0.0564,1132.31,350,782.31
O094571,2021-09-30,C1011,P01,SR128,R03,1,1200,0.04,1151.98,350,801.98
